address,company,des,job,money,qua,req
南京,南京聪明狗网络技术有限公司,"年底双薪,股票期权,大数据实战,绩效奖金",Python高级工程师,15k-30k,"电子商务,数据服务/不需要融资",不限/不限
北京,北京国双科技有限公司,"年度旅游,节日礼物,年底双薪,带薪年假",资深python开发工程师,20k-30k,"数据服务,企业服务/上市公司",本科/3-5年
北京,上海速合信息科技有限公司,,高级Python工程师,40k-50k,"信息安全,移动互联网/未融资",本科/5-10年
北京,京东金融,"供应链金融,消费金融,众筹业务,支付业务",高级Python开发工程师,20k-40k,金融/上市公司,本科/5-10年
北京,达内时代科技集团有限公司,"技能培训,股票期权,专项奖金,带薪年假",Python高级开发工程师 (MJ003815),15k-25k,"移动互联网,教育/上市公司",本科/3-5年
上海,上海帛钥智能科技有限公司,"""""",Python高级开发工程师,15k-20k,"移动互联网,数据服务/天使轮",大专/3-5年
深圳,深圳奥比中光科技有限公司,"技能培训,节日礼物,年底双薪,股票期权",Python开发工程师,15k-30k,"移动互联网,其他/D轮及以上",本科/3-5年
北京,上海一起作业信息科技有限公司,"节日礼物,岗位晋升,扁平管理,领导好",Python高级研发工程师(技术),15k-30k,"移动互联网,教育/D轮及以上",不限/不限
深圳,深圳酷竞科技有限公司,"交通补助,绩效奖金,专项奖金,带薪年假",Python开发工程师,15k-25k,"游戏,区块链/A轮",本科/3-5年
北京,北京库神信息技术有限公司,"午餐补助,绩效奖金,带薪年假,节日福利",高级Python开发工程师,14k-28k,"移动互联网,硬件/A轮",本科/不限
北京,深圳多诺信息科技有限公司,"技能培训,岗位晋升,管理规范,五险一金",python工程师,15k-25k,移动互联网/天使轮,大专/3-5年
上海,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",资深Python研发工程师-产品变现,25k-40k,"移动互联网,数据服务/C轮",本科/3-5年
上海,阿基米德（上海）传媒有限公司,"年底双薪,带薪年假,绩效奖金,扁平管理",Python软件开发工程师,15k-22k,"移动互联网,电子商务/B轮",本科/1-3年
北京,天道计然（北京）信息科技有限责任公司,"节日礼物,股票期权,带薪年假,年底多薪",python工程师,13k-25k,"移动互联网,金融/B轮",本科/3-5年
郑州,shsnc,,Python开发工程师,12k-16k,"数据服务,移动互联网/不需要融资",大专/5-10年
深圳,深圳丝路天地电子商务有限公司,"年底双薪,绩效奖金,带薪年假,年度旅游",Python开发工程师,10k-20k,旅游/A轮,本科/1-3年
北京,北京朗势科技有限公司,"股票期权,五险一金,带薪年假,节日礼物",高级Python工程师,25k-35k,"移动互联网,社交网络/B轮",本科/3-5年
湛江,湛江盈权网络科技有限公司,"""""",高级Python工程师,20k-30k,移动互联网/不需要融资,本科/3-5年
北京,北京市商汤科技开发有限公司,"五险一金,弹性工作,丰盛三餐,发展空间大",算法开发工程师（Python）,20k-40k,移动互联网/C轮,本科/1-3年
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",高级Python后端工程师,25k-50k,"移动互联网,硬件/C轮",本科/3-5年
西安,北京通力互联技术服务有限公司,"绩效奖金,交通补助,定期体检,通讯津贴",python开发工程师,8k-16k,"电子商务,企业服务/不需要融资",本科/1-3年
厦门,厦门芭果网络科技有限公司,"扁平管理,领导好,弹性工作,岗位晋升",Python/JAVA开发工程师,6k-10k,"移动互联网,金融/未融资",大专/1-3年
北京,北京神州绿盟信息安全科技股份有限公司,"技能培训,节日礼物,股票期权,带薪年假",python实习生（产品线）,2k-4k,信息安全/上市公司,本科/不限
深圳,深圳市长亮科技股份有限公司,"五险一金,通讯津贴,带薪年假,定期体检",python开发工程师（运维开发）,10k-20k,企业服务/上市公司,本科/不限
上海,上海衣脉信息科技有限公司,"年底双薪,带薪年假,股票期权,美女多",高级Python工程师,15k-30k,"移动互联网,生活服务/B轮",本科/3-5年
上海,上海骞云信息科技有限公司,"年底双薪,股票期权,带薪年假,定期体检",资深Python开发工程师,18k-36k,"企业服务,数据服务/B轮",本科/3-5年
北京,北京贝斯平云科技有限公司,"扁平管理,技能培训,云计算,国际化",高级Python开发工程师—监控方向,20k-40k,不限/A轮,本科/3-5年
天津,天津开发区乐购生活购物有限公司,"""""",python开发工程师,8k-10k,移动互联网/上市公司,大专/1-3年
南京,趋势科技(中国)有限公司,"节日礼物,技能培训,绩效奖金,年度旅游",资深软件开发工程师 - Python/Java,15k-20k,信息安全/上市公司,本科/3-5年
北京,视觉（中国）文化发展股份有限公司北京分公司,,python开发工程师,15k-25k,移动互联网/上市公司,本科/3-5年
南京,医渡云（北京）技术有限公司,"节日礼物,年底双薪,股票期权,带薪年假",Python后端研发工程师（南京）,15k-25k,"O2O,医疗健康/B轮",本科/3-5年
深圳,心灵失重（北京）科技有限公司,"媲美名企高薪,无限量零食,五险一金,年度旅游",Python,15k-30k,移动互联网/A轮,本科/3-5年
北京,小叶子（北京）科技有限公司,"优秀团队,篮球羽毛球队,13薪,技术大牛多",Python开发工程师,20k-30k,"硬件,教育/C轮",本科/3-5年
北京,北京闪银奇异科技有限公司,"13~15薪,晋升空间大,定期体检,能力定薪",Python 数据开发工程师,20k-40k,"移动互联网,金融/D轮及以上",本科/3-5年
南京,北京爱唯光石信息技术有限公司,"年底双薪,股票期权,专项奖金,人性化管理",Python开发工程师,20k-30k,"移动互联网,企业服务/A轮",本科/3-5年
北京,北京深海巨鲸信息科技有限公司,"带薪年假,氛围宽松,培训完善,零食管够",资深Python 工程师,22k-32k,"教育,移动互联网/A轮",本科/不限
厦门,厦门点触科技股份有限公司,"免费班车,免费早餐,免费体检,五险一金",Python程序员,10k-20k,"移动互联网,游戏/上市公司",本科/3-5年
上海,上海辰沅金融信息服务有限公司,"带薪年假,弹性工作,年度旅游,五险一金",Python开发工程师,13k-26k,金融/A轮,本科/1-3年
上海,上海合合信息科技发展有限公司,"团队建设,技能培训,节日礼物,年底分红",Python开发实习生,4k-6k,移动互联网/C轮,本科/应届毕业生
南京,孩子王儿童用品股份有限公司,"节日礼物,技能培训,年度旅游,岗位晋升",python运维开发工程师,10k-20k,移动互联网/C轮,本科/3-5年
深圳,深圳市有芯电子有限公司,"五险一金,绩效奖金,带薪年假,节日礼物",Python工程师,15k-25k,电子商务/不需要融资,本科/不限
北京,北京旷视科技有限公司,"科技大牛公司,自助三餐,年终多薪,超长带薪假期",python高级后端工程师,25k-50k,"移动互联网,硬件/C轮",本科/5-10年
北京,北京字节跳动科技有限公司,"扁平管理,弹性工作,大厨定制三餐,就近租房补贴",高级python工程师,40k-60k,"移动互联网,数据服务/C轮",本科/3-5年
长沙,成都延信科技有限公司,"""""",python服务的研发工程师,8K-12K,移动互联网/不需要融资,不限/不限
北京,北京共识无限科技有限公司,"""""",python中高级开发工程师,20k-30k,"移动互联网,金融/A轮",本科/3-5年
南京,江苏激扬软件有限公司,"""""",python 程序员,6k-10k,其他/不需要融资,本科/1-3年
上海,飞榴（上海）信息科技有限公司,"带薪年假,股票期权,绩效奖金,五险一金",Python开发工程师,15k-30k,"移动互联网,数据服务/A轮",本科/5-10年
北京,北京智者天下科技有限公司,"年底双薪,股票期权,带薪年假,定期体检",Python平台开发工程师,22k-35k,"移动互联网,社交网络/D轮及以上",本科/不限
北京,北京春雨天下软件有限公司,"绩效奖金,五险一金,带薪年假,定期体检",Python,20k-40k,移动互联网/C轮,本科/3-5年
苏州,苏州优千网络技术有限公司,"美女多,领导好",Python/Django开发工程师,7k-14k,"O2O,生活服务/天使轮",不限/不限
北京,信永中和会计师事务所（特殊普通合伙）,"带薪年假,定期体检,美女多,扁平管理",Python开发工程师,15k-25k,企业服务/不需要融资,本科/3-5年
西安,西安智园软件开发管理有限公司,"敏捷开发,Mac高配,六险一金,扁平化管理",Python高级工程师,13k-26k,教育/A轮,不限/5-10年
广州,蓝盾信息安全技术股份有限公司,"技能培训,节日礼物,绩效奖金,岗位晋升",Python开发工程师,12k-22k,信息安全/上市公司,本科/1-3年
北京,苏州锦佰安信息技术有限公司,"股票期权,弹性工作,带薪年假,绩效奖金",Python开发工程师,15k-30k,信息安全/天使轮,本科/3-5年
北京,北京多贝兄弟信息技术有限公司,"都是年轻人,不打卡,自助餐管饱,娱乐活动管够",python开发,10k-20k,教育/上市公司,本科/应届毕业生
上海,上海斗象信息科技有限公司,"节日礼物,技能培训,股票期权,专项奖金",高级Python后端研发工程师,15k-30k,信息安全/B轮,本科/3-5年
北京,北京京东世纪贸易有限公司,"五险一金,带薪年假,免费班车,定期体检",python运维开发工程师,30k-60k,"电子商务,数据服务/上市公司",本科/5-10年
长沙,湖南天河国云科技有限公司,"""""",Python软件研发工程师,8k-16k,"移动互联网,金融/天使轮",大专/3-5年
北京,北京完美创意科技有限公司,"五险一金,带薪年假,定期体检,岗位晋升",高级Python开发工程师,25k-45k,"移动互联网,O2O/D轮及以上",本科/3-5年
北京,上海微创软件股份有限公司北京分公司,"年底双薪,绩效奖金,免费班车,节日礼物",Python开发（赴百度）,10k-14k,"移动互联网,电子商务/不需要融资",本科/不限
南京,霍尼韦尔（中国）有限公司,"技能培训,年底双薪,免费班车,带薪年假",php/python,20K-40K,硬件/上市公司,不限/3-5年
